,melyseg,csucs_ellenallas,palast_ellenallas,porus_viznyomas,surlodasi_aranyszam
513,10.26,3.98,0.13794,0.0,3.516
514,10.28,4.118,0.14363,0.0,3.563
515,10.3,4.253,0.14145,0.0,3.362
516,10.32,3.983,0.13414,0.0,3.227
517,10.34,3.703,0.12642,0.0,3.287
518,10.36,3.425,0.11531,0.0,3.251
519,10.38,3.197,0.10919,0.0,3.341
520,10.4,3.275,0.106,0.0,3.342
521,10.42,3.46,0.1063,0.0,3.155
522,10.44,3.725,0.11103,0.0,3.084
523,10.46,3.847,0.12165,0.0,3.161
524,10.48,3.731,0.12862,0.0,3.408
525,10.5,3.633,0.12432,0.0,3.394
526,10.52,3.592,0.12946,0.0,3.616
527,10.54,3.891,0.1436,0.0,3.788
528,10.56,4.891,0.15376,0.0,3.296
529,10.58,6.36,0.16392,0.0,2.803
530,10.6,7.445,0.18742,0.0,2.574
531,10.62,7.636,0.22519,0.0,2.985
532,10.64,7.884,0.26169,0.0,3.325
533,10.66,7.579,0.26858,0.0,3.409
534,10.68,7.206,0.25825,0.0,3.426
535,10.7,6.684,0.23476,0.0,3.464
536,10.72,5.547,0.21487,0.0,3.622
537,10.74,4.954,0.19974,0.0,3.885
538,10.76,4.804,0.18935,0.0,3.944
539,10.78,4.754,0.1831,0.0,3.826
540,10.8,4.821,0.17673,0.0,3.72
541,10.82,4.889,0.17127,0.0,3.597
542,10.84,4.907,0.16326,0.0,3.329
543,10.86,4.91,0.15143,0.0,3.095
544,10.88,4.924,0.13082,0.0,2.658
545,10.9,4.99,0.11035,0.0,2.226
546,10.92,5.087,0.10135,0.0,2.002
547,10.94,5.1,0.09963,0.0,1.954
548,10.96,5.119,0.09739,0.0,1.904
549,10.98,5.126,0.09839,0.0,1.923
550,11.0,5.101,0.1031,0.0,2.005
551,11.02,4.928,0.10873,0.0,2.165
552,11.04,4.707,0.11424,0.0,2.375
553,11.06,4.558,0.1176,0.0,2.552
554,11.08,4.46,0.10914,0.0,2.423
555,11.1,4.408,0.11036,0.0,2.494
556,11.12,4.348,0.11522,0.0,2.634
557,11.14,4.258,0.11637,0.0,2.713
558,11.16,4.35,0.11117,0.0,2.584
559,11.18,4.384,0.10707,0.0,2.464
560,11.2,4.353,0.11285,0.0,2.575
561,11.22,4.249,0.11924,0.0,2.768
562,11.24,4.193,0.1205,0.0,2.858
563,11.26,4.139,0.12374,0.0,2.963
564,11.28,4.073,0.12583,0.0,3.069
565,11.3,3.847,0.12767,0.0,3.187
566,11.32,3.632,0.12174,0.0,3.275
567,11.34,3.856,0.10441,0.0,2.849
568,11.36,4.367,0.09261,0.0,2.237
569,11.38,4.672,0.08379,0.0,1.842
570,11.4,4.695,0.06875,0.0,1.456
571,11.42,4.551,0.0585,0.0,1.266
572,11.44,4.511,0.05134,0.0,1.138
573,11.46,4.507,0.04494,0.0,0.995
574,11.48,4.464,0.04465,0.0,0.993
575,11.5,4.401,0.04662,0.0,1.048
576,11.52,4.221,0.05451,0.0,1.265
577,11.54,4.018,0.07106,0.0,1.763
578,11.56,3.825,0.08853,0.0,2.342
579,11.58,3.646,0.106,0.0,2.921
580,11.6,3.319,0.11718,0.0,3.423
581,11.62,3.034,0.11502,0.0,3.697
582,11.64,2.854,0.10832,0.0,3.776
583,11.66,3.38,0.09397,0.0,3.323
584,11.68,3.905,0.07692,0.0,2.72
585,11.7,4.43,0.06496,0.0,2.075
586,11.72,4.901,0.05752,0.0,1.208
587,11.74,5.172,0.05679,0.0,1.112
588,11.76,5.216,0.06787,0.0,1.3
589,11.78,5.166,0.09087,0.0,1.749
590,11.8,5.157,0.12579,0.0,2.45
591,11.82,5.23,0.14042,0.0,2.693
592,11.84,5.216,0.1724,0.0,3.296
593,11.86,5.051,0.20583,0.0,4.03
594,11.88,4.772,0.25688,0.0,5.358
595,11.9,6.663,0.29395,0.0,5.446
596,11.92,15.095,0.31859,0.0,2.722
597,11.94,19.109,0.34267,0.0,1.865
598,11.96,16.946,0.36908,0.0,2.062
599,11.98,13.87,0.39492,0.0,2.61
600,12.0,11.422,0.38083,0.0,3.072
601,12.02,9.59,0.35235,0.0,3.39
602,12.04,7.7,0.3291,0.0,3.801
603,12.06,5.931,0.29571,0.0,4.426
604,12.08,5.027,0.26033,0.0,4.796
605,12.1,4.52,0.21377,0.0,4.468
606,12.12,4.342,0.17251,0.0,3.933
607,12.14,4.23,0.14883,0.0,3.431
608,12.16,3.928,0.13207,0.0,3.224
609,12.18,3.548,0.12379,0.0,3.309
610,12.2,3.305,0.1162,0.0,3.404
611,12.22,3.021,0.10132,0.0,3.185
612,12.24,2.776,0.08138,0.0,2.829
613,12.26,2.703,0.06136,0.0,2.26
614,12.28,2.677,0.05299,0.0,1.97
615,12.3,2.677,0.05382,0.0,2.015
616,12.32,2.718,0.0546,0.0,2.021
617,12.34,2.787,0.05803,0.0,2.125
618,12.36,3.25,0.06036,0.0,2.148
619,12.38,3.37,0.06246,0.0,2.158
620,12.4,2.947,0.06457,0.0,2.167
621,12.42,2.61,0.06381,0.0,2.402
622,12.44,2.422,0.06678,0.0,2.716
623,12.46,2.401,0.0697,0.0,2.985
624,12.48,2.533,0.05918,0.0,2.535
625,12.5,2.665,0.05793,0.0,2.481
626,12.52,2.744,0.05977,0.0,2.19
627,12.54,2.878,0.06162,0.0,2.194
628,12.56,2.762,0.06578,0.0,2.359
629,12.58,2.755,0.06994,0.0,2.524
630,12.6,2.772,0.07241,0.0,2.597
631,12.62,2.663,0.07356,0.0,2.735
632,12.64,2.543,0.07492,0.0,2.921
633,12.66,2.467,0.07261,0.0,2.893
634,12.68,2.405,0.07436,0.0,2.962
635,12.7,2.338,0.07744,0.0,3.245
636,12.72,2.244,0.07666,0.0,3.363
637,12.74,2.139,0.07171,0.0,3.305
638,12.76,2.077,0.06894,0.0,3.293
639,12.78,2.04,0.06794,0.0,3.306
640,12.8,2.031,0.06664,0.0,3.276
641,12.82,2.029,0.06558,0.0,3.229
642,12.84,1.99,0.06487,0.0,3.24
643,12.86,1.969,0.06433,0.0,3.249
644,12.88,1.951,0.06232,0.0,3.188
645,12.9,1.962,0.06062,0.0,3.097
646,12.92,1.992,0.05806,0.0,2.942
647,12.94,2.096,0.0564,0.0,2.748
648,12.96,2.192,0.05545,0.0,2.564
649,12.98,2.256,0.05501,0.0,2.465
650,13.0,2.326,0.05698,0.0,2.481
651,13.02,2.364,0.05795,0.0,2.45
652,13.04,2.308,0.05733,0.0,2.454
653,13.06,2.273,0.05761,0.0,2.519
654,13.08,2.268,0.0555,0.0,2.449
655,13.1,2.276,0.0555,0.0,2.445
656,13.12,2.307,0.05506,0.0,2.404
657,13.14,2.336,0.05135,0.0,2.212
658,13.16,2.393,0.05057,0.0,2.137
659,13.18,2.477,0.05312,0.0,2.187
660,13.2,2.605,0.05692,0.0,2.232
661,13.22,2.635,0.05997,0.0,2.27
662,13.24,2.711,0.06112,0.0,2.301
663,13.26,2.85,0.06015,0.0,2.153
664,13.28,2.891,0.0617,0.0,2.145
665,13.3,2.962,0.06616,0.0,2.268
666,13.32,3.025,0.06641,0.0,2.21
667,13.34,3.037,0.06226,0.0,2.058
668,13.36,3.119,0.06006,0.0,1.953
669,13.38,3.261,0.0622,0.0,1.927
670,13.4,3.32,0.06726,0.0,2.035
671,13.42,3.402,0.07233,0.0,2.143
672,13.44,3.466,0.07583,0.0,2.203
673,13.46,3.5,0.07622,0.0,2.183
674,13.48,3.46,0.07784,0.0,2.235
675,13.5,3.441,0.0774,0.0,2.251
676,13.52,3.445,0.07643,0.0,2.223
677,13.54,3.449,0.07487,0.0,2.176
678,13.56,3.372,0.07447,0.0,2.189
679,13.58,3.285,0.07135,0.0,2.156
680,13.6,3.275,0.06895,0.0,2.106
681,13.62,3.25,0.06793,0.0,2.084
682,13.64,3.232,0.06789,0.0,2.097
683,13.66,3.213,0.06552,0.0,2.036
684,13.68,3.237,0.06636,0.0,2.058
685,13.7,3.28,0.07502,0.0,2.294
686,13.72,3.322,0.08991,0.0,2.718
687,13.74,3.32,0.09582,0.001,2.876
688,13.76,3.31,0.09425,0.001,2.852
689,13.78,3.4,0.09474,0.002,2.814
690,13.8,3.341,0.09879,0.004,2.924
691,13.82,3.113,0.09953,0.007,3.1
692,13.84,2.983,0.0997,0.01,3.334
693,13.86,3.041,0.09799,0.012,3.264
694,13.88,3.151,0.09894,0.015,3.175
695,13.9,3.187,0.0993,0.018,3.132
696,13.92,3.213,0.09811,0.021,3.053
697,13.94,3.179,0.09593,0.024,3.002
698,13.96,3.077,0.09551,0.026,3.063
699,13.98,3.034,0.0944,0.028,3.104
700,14.0,2.994,0.09227,0.03,3.066
701,14.02,2.969,0.09116,0.032,3.051
702,14.04,2.932,0.09218,0.035,3.121
703,14.06,2.877,0.09219,0.038,3.173
704,14.08,2.825,0.09069,0.04,3.18
705,14.1,2.776,0.08819,0.044,3.155
706,14.12,2.793,0.08739,0.048,3.15
707,14.14,2.867,0.0869,0.053,3.063
708,14.16,2.921,0.08669,0.058,2.991
709,14.18,2.957,0.08701,0.064,2.951
710,14.2,2.999,0.08882,0.069,2.969
711,14.22,3.023,0.0918,0.074,3.05
712,14.24,3.049,0.09336,0.079,3.072
713,14.26,3.043,0.09459,0.085,3.104
714,14.28,3.071,0.09553,0.091,3.129
715,14.3,3.091,0.09625,0.099,3.117
716,14.32,3.096,0.09697,0.109,3.136
717,14.34,3.13,0.09686,0.121,3.106
718,14.36,3.18,0.09914,0.133,3.143
719,14.38,3.225,0.10146,0.146,3.193
720,14.4,3.243,0.10378,0.159,3.244
721,14.42,3.209,0.10852,0.172,3.38
722,14.44,3.223,0.11086,0.185,3.443
723,14.46,3.211,0.11207,0.235,3.486
724,14.48,3.432,0.1233,0.472,3.859
725,14.5,3.728,0.12298,0.709,3.848
726,14.52,4.024,0.11822,0.883,3.484
727,14.54,3.831,0.11876,0.654,3.071
728,14.56,3.571,0.11726,0.452,3.232
729,14.58,3.313,0.11457,0.467,3.447
730,14.6,3.249,0.12727,0.577,3.919
731,14.62,3.304,0.11508,0.629,3.493
732,14.64,3.429,0.11506,0.738,3.372
733,14.66,5.078,0.16856,0.862,3.897
734,14.68,15.45,0.24755,0.64,1.74
735,14.7,18.011,0.32535,0.383,1.83
736,14.72,14.772,0.35474,0.043,2.11
737,14.74,10.7,0.35706,0.0,3.006
738,14.76,8.174,0.34894,0.0,3.922
739,14.78,6.668,0.30152,0.0,4.204
740,14.8,5.169,0.23432,0.0,4.204
741,14.82,4.459,0.15832,0.0,3.456
742,14.84,4.367,0.10922,0.0,2.488
743,14.86,4.445,0.13184,0.0,2.996
744,14.88,5.053,0.18276,0.0,3.786
745,14.9,6.859,0.21548,0.0,3.568
746,14.92,8.29,0.22894,0.0,2.847
747,14.94,7.852,0.23599,0.0,2.91
748,14.96,6.967,0.23677,0.0,3.193
749,14.98,5.853,0.20443,0.0,3.231
750,15.0,5.126,0.16577,0.0,3.067
751,15.02,4.757,0.11225,0.0,2.302
752,15.04,4.719,0.0833,0.0,1.775
753,15.06,4.948,0.07516,0.0,1.548
754,15.08,5.143,0.06947,0.0,1.37
755,15.1,5.125,0.06852,0.0,1.331
756,15.12,5.222,0.09256,0.0,1.795
757,15.14,5.603,0.13313,0.0,2.456
758,15.16,6.487,0.18054,0.0,2.953
759,15.18,7.72,0.22816,0.0,3.138
760,15.2,8.666,0.27433,0.0,3.265
761,15.22,9.163,0.31633,0.0,3.498
762,15.24,9.266,0.3491,0.0,3.752
763,15.26,8.958,0.36183,0.0,4.013
764,15.28,8.654,0.37347,0.0,4.302
765,15.3,8.548,0.42131,0.0,4.791
766,15.32,8.862,0.47394,0.0,5.112
767,15.34,9.773,0.52658,0.0,5.434
768,15.36,11.059,0.57755,0.0,5.372
769,15.38,11.892,0.61928,0.0,5.29
770,15.4,11.969,0.65242,0.0,5.443
771,15.42,12.286,0.66457,0.0,5.56
772,15.44,12.604,0.62723,0.0,5.247
773,15.46,11.895,0.55014,0.0,4.45
774,15.48,9.901,0.47792,0.0,4.6
775,15.5,8.504,0.38705,0.0,4.392
776,15.52,7.112,0.32199,0.0,4.349
777,15.54,6.085,0.2666,0.0,4.243
778,15.56,5.442,0.22183,0.0,3.992
779,15.58,5.235,0.19585,0.0,3.734
780,15.6,5.31,0.18799,0.0,3.571
781,15.62,5.456,0.17875,0.0,3.284
782,15.64,5.336,0.18302,0.002,3.405
783,15.66,5.17,0.17242,0.005,3.31
784,15.68,4.992,0.15813,0.012,3.134
785,15.7,4.821,0.14776,0.017,3.037
786,15.72,4.742,0.13431,0.024,2.832
787,15.74,4.77,0.13368,0.037,2.809
788,15.76,4.931,0.1617,0.046,3.322
789,15.78,5.239,0.23005,0.055,4.474
790,15.8,6.271,0.32262,0.073,5.503
791,15.82,8.937,0.37418,0.1,4.607
792,15.84,11.407,0.40618,0.111,3.801
793,15.86,11.589,0.44185,0.125,3.75
794,15.88,10.078,0.44339,0.143,4.168
795,15.9,8.519,0.39164,0.183,4.413
796,15.92,7.395,0.30553,0.19,3.92
797,15.94,6.388,0.22911,0.165,3.386
798,15.96,5.382,0.17424,0.202,3.017
799,15.98,4.717,0.13965,0.192,2.804
800,16.0,4.286,0.10915,0.171,2.44
801,16.02,3.905,0.09331,0.186,2.302
802,16.04,3.718,0.08678,0.191,2.297
803,16.06,3.606,0.08348,0.189,2.298
804,16.08,3.483,0.0968,0.21,2.733
805,16.1,3.541,0.11751,0.236,3.41
806,16.12,4.881,0.17946,0.247,4.303
807,16.14,7.511,0.24371,0.282,3.817
808,16.16,10.777,0.30835,0.307,3.426
809,16.18,16.851,0.38409,0.009,2.746
810,16.2,37.507,0.49389,0.0,1.379
811,16.22,51.158,0.61157,0.0,1.225
812,16.24,48.301,0.72762,0.0,1.483
813,16.26,45.789,0.7965,0.0,1.72
814,16.28,41.88,0.82701,0.0,1.965
815,16.3,37.604,0.83804,0.0,2.236
816,16.32,33.79,0.84907,0.0,2.508
817,16.34,30.645,0.85267,0.0,2.654
818,16.36,28.418,0.80803,0.0,2.753
819,16.38,26.929,0.77109,0.0,2.804
820,16.4,26.719,0.75308,0.0,2.811
821,16.42,26.634,0.74402,0.0,2.777
822,16.44,26.921,0.7556,0.0,2.838
823,16.46,27.625,0.7768,0.0,2.823
824,16.48,28.163,0.81528,0.0,2.898
825,16.5,28.86,0.84956,0.0,2.948
826,16.52,29.447,0.8685,0.0,2.955
827,16.54,29.944,0.88483,0.0,2.958
828,16.56,30.221,0.89959,0.0,2.978
829,16.58,30.06,0.9034,0.0,2.997
830,16.6,29.918,0.90295,0.0,3.011
831,16.62,29.62,0.89256,0.0,3.005
832,16.64,29.397,0.8831,0.0,2.986
833,16.66,29.389,0.88265,0.0,3.003
834,16.68,29.457,0.8893,0.0,3.023
835,16.7,29.72,0.89492,0.0,3.014
836,16.72,29.859,0.90247,0.0,3.024
837,16.74,29.924,0.89992,0.0,3.006
838,16.76,29.726,0.88685,0.0,2.976
839,16.78,28.897,0.8615,0.0,2.96
840,16.8,27.451,0.81671,0.0,2.955
841,16.82,25.71,0.72596,0.0,2.752
842,16.84,23.934,0.64358,0.0,2.607
843,16.86,22.384,0.58763,0.0,2.547
844,16.88,20.865,0.54396,0.0,2.516
845,16.9,19.614,0.50922,0.0,2.533
846,16.92,18.246,0.47927,0.0,2.581
847,16.94,17.434,0.45435,0.0,2.446
848,16.96,17.246,0.42426,0.0,2.449
849,16.98,16.957,0.4015,0.0,2.351
850,17.0,16.652,0.39517,0.0,2.36
851,17.02,16.248,0.39857,0.0,2.43
852,17.04,15.501,0.38786,0.0,2.463
853,17.06,14.608,0.38548,0.0,2.6
854,17.08,14.131,0.39424,0.0,2.768
855,17.1,13.945,0.43348,0.0,3.099
856,17.12,13.876,0.46495,0.0,3.35
857,17.14,13.485,0.47359,0.011,3.466
858,17.16,12.935,0.45205,0.019,3.484
859,17.18,12.253,0.44541,0.011,3.562
860,17.2,11.529,0.40883,0.014,3.528
861,17.22,11.677,0.40267,0.032,3.48
862,17.24,13.223,0.3815,0.041,2.92
863,17.26,15.08,0.3608,0.059,2.427
864,17.28,16.628,0.34309,0.046,2.163
865,17.3,17.583,0.32539,0.022,1.899
866,17.32,18.339,0.31915,0.008,1.75
867,17.34,19.313,0.32704,0.002,1.716
868,17.36,20.899,0.33354,0.0,1.627
869,17.38,23.572,0.39283,0.0,1.845
870,17.4,26.425,0.44955,0.0,2.112
871,17.42,29.476,0.51638,0.0,1.779
872,17.44,32.436,0.58034,0.0,1.8
873,17.46,33.234,0.63079,0.0,1.896
874,17.48,31.985,0.64032,0.0,1.981
875,17.5,29.495,0.62275,0.0,2.072
876,17.52,26.69,0.58793,0.0,2.158
877,17.54,24.073,0.54231,0.0,2.212
878,17.56,21.969,0.50366,0.0,2.25
879,17.58,20.255,0.47258,0.0,2.281
880,17.6,18.898,0.44362,0.0,2.308
881,17.62,17.738,0.40511,0.0,2.247
882,17.64,17.208,0.36455,0.0,2.104
883,17.66,17.145,0.35023,0.0,2.045
884,17.68,17.238,0.35411,0.0,2.061
885,17.7,17.719,0.36855,0.0,2.098
886,17.72,18.316,0.38235,0.0,2.103
887,17.74,18.751,0.40066,0.0,2.145
888,17.76,18.89,0.42054,0.0,2.229
889,17.78,19.009,0.43692,0.0,2.303
890,17.8,19.072,0.42442,0.0,2.228
891,17.82,19.172,0.40574,0.0,2.118
892,17.84,19.206,0.3908,0.0,2.031
893,17.86,19.129,0.38257,0.0,2.001
894,17.88,19.026,0.37393,0.0,1.959
895,17.9,18.837,0.36457,0.0,1.933
896,17.92,18.67,0.33108,0.0,1.768
897,17.94,18.539,0.29877,0.0,1.61
898,17.96,18.415,0.29609,0.0,1.606
899,17.98,18.243,0.29691,0.0,1.624
900,18.0,18.01,0.30061,0.0,1.663
901,18.02,17.656,0.30428,0.0,1.717
902,18.04,17.289,0.3037,0.0,1.714
903,18.06,17.004,0.30042,0.0,1.762
904,18.08,16.793,0.3046,0.0,1.811
905,18.1,16.74,0.30988,0.0,1.851
906,18.12,16.873,0.31887,0.0,1.894
907,18.14,17.265,0.33454,0.0,1.947
908,18.16,18.113,0.35814,0.0,1.995
909,18.18,19.353,0.39128,0.0,2.038
910,18.2,20.899,0.43007,0.0,2.067
911,18.22,22.298,0.46744,0.0,2.165
912,18.24,23.621,0.50108,0.0,2.173
913,18.26,24.394,0.52638,0.0,2.186
914,18.28,24.889,0.54222,0.0,2.193
915,18.3,25.294,0.53103,0.0,2.113
916,18.32,25.737,0.51983,0.0,2.032
917,18.34,26.519,0.51906,0.0,1.981
918,18.36,27.462,0.53417,0.0,1.967
919,18.38,28.239,0.55417,0.0,1.982
920,18.4,28.041,0.57249,0.0,2.017
921,18.42,27.58,0.58385,0.0,2.057
922,18.44,27.107,0.57954,0.0,2.098
923,18.46,26.144,0.57247,0.0,2.174
924,18.48,25.007,0.56452,0.0,2.21
925,18.5,23.989,0.55481,0.0,2.264
926,18.52,23.345,0.55091,0.0,2.351
927,18.54,22.875,0.54685,0.0,2.388
928,18.56,22.736,0.53925,0.0,2.371
929,18.58,22.791,0.53501,0.0,2.348
930,18.6,22.898,0.52867,0.0,2.31
931,18.62,22.878,0.51436,0.0,2.249
932,18.64,22.959,0.50003,0.0,2.179
933,18.66,22.975,0.49532,0.0,2.162
934,18.68,23.268,0.50214,0.0,2.174
935,18.7,23.82,0.52551,0.0,2.227
936,18.72,24.731,0.56163,0.0,2.312
937,18.74,26.761,0.61438,0.0,2.378
938,18.76,29.378,0.67,0.0,2.376
939,18.78,31.915,0.72612,0.0,2.36
940,18.8,33.491,0.78019,0.0,2.372
941,18.82,34.087,0.86893,0.0,2.548
942,18.84,33.487,0.84124,0.0,2.502
943,18.86,32.378,0.87498,0.0,2.68
944,18.88,31.811,0.88012,0.0,2.756
945,18.9,31.722,0.88382,0.0,2.787
946,18.92,31.315,0.88109,0.0,2.917
947,18.94,30.943,0.88252,0.0,2.984
948,18.96,29.974,0.86988,0.0,2.836
949,18.98,28.688,0.8311,0.0,2.888
950,19.0,27.811,0.77698,0.0,2.782
951,19.02,27.42,0.72984,0.0,2.679
952,19.04,27.756,0.69876,0.0,2.526
953,19.06,28.132,0.67665,0.0,2.408
954,19.08,28.024,0.65093,0.0,2.319
955,19.1,27.434,0.61681,0.0,2.242
956,19.12,26.972,0.58415,0.0,2.164
957,19.14,26.147,0.55275,0.0,2.078
958,19.16,25.444,0.53851,0.0,2.067
959,19.18,25.321,0.52546,0.0,2.057
960,19.2,26.076,0.52346,0.0,2.034
961,19.22,27.985,0.53884,0.0,1.982
962,19.24,30.629,0.56998,0.0,1.927
963,19.26,32.479,0.63404,0.0,1.987
964,19.28,33.617,0.72091,0.0,2.259
965,19.3,34.781,0.76695,0.0,2.213
966,19.32,34.245,0.77473,0.0,2.254
967,19.34,31.692,0.75627,0.0,2.29
968,19.36,28.984,0.75268,0.0,2.51
969,19.38,26.27,0.74835,0.0,2.809
970,19.4,25.411,0.74726,0.0,2.922
971,19.42,26.718,0.77348,0.0,2.971
972,19.44,29.944,0.8778,0.0,3.022
973,19.46,34.348,1.02327,0.0,3.077
974,19.48,39.408,1.17293,0.0,3.13
975,19.5,43.012,1.20323,0.0,3.027
976,19.52,45.506,1.23352,0.0,2.923
977,19.54,44.966,1.26381,0.0,2.819
978,19.56,41.478,1.28962,0.0,3.033
979,19.58,37.19,1.20965,0.0,3.146
980,19.6,33.938,1.07881,0.0,2.998
981,19.62,31.009,0.96595,0.0,2.684
982,19.64,28.08,0.88126,0.0,2.449
983,19.66,26.266,0.80622,0.0,3.064
984,19.68,24.612,0.74029,0.0,2.979
985,19.7,23.223,0.70208,0.0,3.0
986,19.72,22.139,0.66849,0.0,2.996
987,19.74,21.685,0.63349,0.0,2.909
988,19.76,21.593,0.59777,0.0,2.766
989,19.78,21.82,0.58332,0.0,2.678
990,19.8,22.151,0.58809,0.0,2.663
991,19.82,22.607,0.60547,0.0,2.707
992,19.84,23.462,0.58759,0.0,2.511
993,19.86,24.706,0.56725,0.0,2.3
994,19.88,26.63,0.55675,0.0,2.117
995,19.9,28.097,0.57859,0.0,2.073
996,19.92,27.662,0.60651,0.0,2.18
997,19.94,26.386,0.61576,0.0,2.271
998,19.96,25.059,0.58991,0.0,2.176
999,19.98,23.733,0.56634,0.0,2.294
1000,20.0,23.309,0.55275,0.0,2.365
1001,20.02,22.75,0.56125,0.0,2.463
1002,20.04,22.327,0.57268,0.0,2.563
1003,20.06,22.424,0.58385,0.0,2.613
1004,20.08,22.937,0.6055,0.0,2.677
1005,20.1,23.956,0.0,0.0,0.0
1006,20.12,25.253,0.0,0.0,0.0
1007,20.14,26.826,0.0,0.0,0.0
1008,20.16,28.203,0.0,0.0,0.0
1009,20.18,29.406,0.0,0.0,0.0
