,melyseg,az_talajnem,az_jel,az_szin,al_talajtipus,al_allapot,al_szin
286,5.72,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
287,5.74,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
288,5.76,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
289,5.78,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
290,5.8,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
291,5.82,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
292,5.84,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
293,5.86,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
294,5.88,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
295,5.9,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
296,5.92,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,laza,#b3bbcc
297,5.94,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
298,5.96,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
299,5.98,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
300,6.0,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
301,6.02,kavicsos HOMOK - HOMOK,grSa-Sa,#f2f28c,1.0,nagyon tömör,#141d52
302,6.04,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
303,6.06,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
304,6.08,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
305,6.1,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
306,6.12,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
307,6.14,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
308,6.16,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
309,6.18,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
310,6.2,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
311,6.22,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
312,6.24,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
313,6.26,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
314,6.28,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
315,6.3,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
316,6.32,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
317,6.34,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
318,6.36,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
319,6.38,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
320,6.4,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
321,6.42,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
322,6.44,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
323,6.46,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
324,6.48,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
325,6.5,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
326,6.52,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
327,6.54,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
328,6.56,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
329,6.58,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
330,6.6,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
331,6.62,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
332,6.64,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
333,6.66,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
334,6.68,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,nagyon merev,#158a0f
335,6.7,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
336,6.72,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,nagyon merev,#158a0f
337,6.74,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,nagyon merev,#158a0f
338,6.76,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,1.0,laza,#b3bbcc
339,6.78,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,1.0,laza,#b3bbcc
340,6.8,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,1.0,laza,#b3bbcc
341,6.82,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,nagyon merev,#158a0f
342,6.84,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,nagyon merev,#158a0f
343,6.86,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
344,6.88,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
345,6.9,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
346,6.92,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
347,6.94,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
348,6.96,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
349,6.98,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
350,7.0,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
351,7.02,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
352,7.04,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
353,7.06,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
354,7.08,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
355,7.1,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
356,7.12,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
357,7.14,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
358,7.16,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
359,7.18,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
360,7.2,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
361,7.22,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
362,7.24,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
363,7.26,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
364,7.28,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
365,7.3,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
366,7.32,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
367,7.34,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
368,7.36,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
369,7.38,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
370,7.4,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
371,7.42,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
372,7.44,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
373,7.46,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
374,7.48,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
375,7.5,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
376,7.52,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
377,7.54,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
378,7.56,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
379,7.58,iszapos AGYAG - AGYAG,siCl-Cl,#666666,2.0,nagyon merev,#158a0f
380,7.6,iszapos AGYAG - AGYAG,siCl-Cl,#666666,2.0,nagyon merev,#158a0f
381,7.62,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
382,7.64,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
383,7.66,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
384,7.68,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
385,7.7,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
386,7.72,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
387,7.74,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
388,7.76,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
389,7.78,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
390,7.8,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
391,7.82,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
392,7.84,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
393,7.86,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
394,7.88,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
395,7.9,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
396,7.92,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
397,7.94,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
398,7.96,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
399,7.98,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
400,8.0,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
401,8.02,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
402,8.04,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
403,8.06,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
404,8.08,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
405,8.1,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
406,8.12,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
407,8.14,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
408,8.16,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
409,8.18,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
410,8.2,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
411,8.22,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
412,8.24,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
413,8.26,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
414,8.28,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
415,8.3,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
416,8.32,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
417,8.34,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
418,8.36,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
419,8.38,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
420,8.4,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
421,8.42,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
422,8.44,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
423,8.46,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
424,8.48,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
425,8.5,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
426,8.52,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
427,8.54,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
428,8.56,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
429,8.58,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
430,8.6,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
431,8.62,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
432,8.64,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
433,8.66,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
434,8.68,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
435,8.7,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
436,8.72,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
437,8.74,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,nagyon merev,#158a0f
438,8.76,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,nagyon merev,#158a0f
439,8.78,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
440,8.8,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,laza,#b3bbcc
441,8.82,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,laza,#b3bbcc
442,8.84,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,laza,#b3bbcc
443,8.86,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,1.0,laza,#b3bbcc
444,8.88,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
445,8.9,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
446,8.92,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
447,8.94,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
448,8.96,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,1.0,laza,#b3bbcc
449,8.98,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,laza,#b3bbcc
450,9.0,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,laza,#b3bbcc
451,9.02,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
452,9.04,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,laza,#b3bbcc
453,9.06,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
454,9.08,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
455,9.1,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
456,9.12,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
457,9.14,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
458,9.16,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
459,9.18,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
460,9.2,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
461,9.22,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
462,9.24,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
463,9.26,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
464,9.28,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
465,9.3,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
466,9.32,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
467,9.34,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
468,9.36,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
469,9.38,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
470,9.4,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
471,9.42,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
472,9.44,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
473,9.46,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
474,9.48,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
475,9.5,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
476,9.52,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
477,9.54,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
478,9.56,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
479,9.58,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
480,9.6,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
481,9.62,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
482,9.64,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
483,9.66,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
484,9.68,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
485,9.7,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
486,9.72,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
487,9.74,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
488,9.76,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
489,9.78,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
490,9.8,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
491,9.82,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
492,9.84,HOMOK,Sa,#ffbf80,1.0,tömör,#52607a
493,9.86,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
494,9.88,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
495,9.9,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
496,9.92,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
497,9.94,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,közepesen tömör,#8593ad
498,9.96,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
499,9.98,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,laza,#b3bbcc
500,10.0,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
501,10.02,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
502,10.04,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
503,10.06,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
504,10.08,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
505,10.1,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
506,10.12,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
507,10.14,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
508,10.16,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
509,10.18,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
510,10.2,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
511,10.22,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
512,10.24,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
513,10.26,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
514,10.28,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
515,10.3,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
516,10.32,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
517,10.34,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
518,10.36,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
519,10.38,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
520,10.4,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
521,10.42,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
522,10.44,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
523,10.46,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
524,10.48,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
525,10.5,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
526,10.52,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
527,10.54,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
528,10.56,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
529,10.58,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
530,10.6,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
531,10.62,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
532,10.64,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
