,melyseg,az_talajnem,az_jel,az_szin,al_talajtipus,al_allapot,al_szin
765,15.3,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
766,15.32,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
767,15.34,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
768,15.36,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
769,15.38,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
770,15.4,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
771,15.42,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
772,15.44,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
773,15.46,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
774,15.48,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
775,15.5,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
776,15.52,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
777,15.54,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
778,15.56,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
779,15.58,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
780,15.6,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
781,15.62,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
782,15.64,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
783,15.66,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
784,15.68,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
785,15.7,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
786,15.72,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,nagyon merev,#158a0f
787,15.74,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,nagyon merev,#158a0f
788,15.76,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
789,15.78,iszapos AGYAG - AGYAG,siCl-Cl,#666666,2.0,kemény,#1f7a7a
790,15.8,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
791,15.82,"nagyon merev, finom szemcsés HOMOK (OCR)",Sa*,#666b2e,2.0,kemény,#1f7a7a
792,15.84,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
793,15.86,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
794,15.88,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
795,15.9,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
796,15.92,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
797,15.94,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
798,15.96,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
799,15.98,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,nagyon merev,#158a0f
800,16.0,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,1.0,laza,#b3bbcc
801,16.02,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,1.0,laza,#b3bbcc
802,16.04,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,1.0,laza,#b3bbcc
803,16.06,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,1.0,laza,#b3bbcc
804,16.08,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,nagyon merev,#158a0f
805,16.1,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,nagyon merev,#158a0f
806,16.12,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
807,16.14,agyagos ISZAP - iszapos AGYAG,clSi-siCl,#999999,2.0,kemény,#1f7a7a
808,16.16,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
809,16.18,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
810,16.2,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
811,16.22,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
812,16.24,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
813,16.26,HOMOK,Sa,#ffbf80,1.0,nagyon tömör,#141d52
814,16.28,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
815,16.3,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
816,16.32,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
817,16.34,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
818,16.36,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
819,16.38,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
820,16.4,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
821,16.42,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
822,16.44,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
823,16.46,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
824,16.48,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
825,16.5,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
826,16.52,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
827,16.54,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
828,16.56,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
829,16.58,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
830,16.6,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
831,16.62,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
832,16.64,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
833,16.66,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
834,16.68,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
835,16.7,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
836,16.72,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
837,16.74,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
838,16.76,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
839,16.78,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
840,16.8,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
841,16.82,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
842,16.84,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
843,16.86,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
844,16.88,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
845,16.9,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
846,16.92,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
847,16.94,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
848,16.96,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
849,16.98,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
850,17.0,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
851,17.02,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
852,17.04,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
853,17.06,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
854,17.08,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
855,17.1,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
856,17.12,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
857,17.14,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
858,17.16,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
859,17.18,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
860,17.2,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
861,17.22,homokos ISZAP - agyagos ISZAP,saSi-clSi,#95a63f,2.0,kemény,#1f7a7a
862,17.24,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
863,17.26,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,közepesen tömör,#8593ad
864,17.28,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
865,17.3,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
866,17.32,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
867,17.34,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
868,17.36,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
869,17.38,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
870,17.4,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
871,17.42,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
872,17.44,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
873,17.46,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
874,17.48,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
875,17.5,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
876,17.52,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
877,17.54,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
878,17.56,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
879,17.58,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
880,17.6,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
881,17.62,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
882,17.64,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
883,17.66,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
884,17.68,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
885,17.7,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
886,17.72,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
887,17.74,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
888,17.76,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
889,17.78,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
890,17.8,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
891,17.82,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
892,17.84,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
893,17.86,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
894,17.88,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
895,17.9,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
896,17.92,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
897,17.94,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
898,17.96,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
899,17.98,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
900,18.0,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
901,18.02,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
902,18.04,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
903,18.06,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
904,18.08,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
905,18.1,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
906,18.12,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
907,18.14,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
908,18.16,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
909,18.18,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
910,18.2,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
911,18.22,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
912,18.24,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
913,18.26,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
914,18.28,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
915,18.3,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
916,18.32,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
917,18.34,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
918,18.36,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
919,18.38,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
920,18.4,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
921,18.42,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
922,18.44,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
923,18.46,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
924,18.48,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
925,18.5,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
926,18.52,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
927,18.54,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
928,18.56,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
929,18.58,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
930,18.6,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
931,18.62,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
932,18.64,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
933,18.66,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
934,18.68,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
935,18.7,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
936,18.72,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
937,18.74,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,nagyon tömör,#141d52
938,18.76,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,nagyon tömör,#141d52
939,18.78,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
940,18.8,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
941,18.82,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
942,18.84,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
943,18.86,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
944,18.88,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
945,18.9,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
946,18.92,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
947,18.94,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
948,18.96,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
949,18.98,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
950,19.0,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
951,19.02,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
952,19.04,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
953,19.06,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,nagyon tömör,#141d52
954,19.08,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,nagyon tömör,#141d52
955,19.1,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
956,19.12,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
957,19.14,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
958,19.16,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
959,19.18,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
960,19.2,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
961,19.22,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
962,19.24,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
963,19.26,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
964,19.28,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
965,19.3,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
966,19.32,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
967,19.34,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
968,19.36,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
969,19.38,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
970,19.4,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
971,19.42,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
972,19.44,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
973,19.46,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
974,19.48,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
975,19.5,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
976,19.52,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
977,19.54,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
978,19.56,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
979,19.58,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
980,19.6,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
981,19.62,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
982,19.64,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,nagyon tömör,#141d52
983,19.66,nagyon merev HOMOK - agyagos HOMOK (OCR),Sa-clSa*,#ffa64d,2.0,kemény,#1f7a7a
984,19.68,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
985,19.7,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
986,19.72,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
987,19.74,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
988,19.76,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
989,19.78,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
990,19.8,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
991,19.82,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
992,19.84,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
993,19.86,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
994,19.88,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
995,19.9,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
996,19.92,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
997,19.94,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,nagyon tömör,#141d52
998,19.96,HOMOK - iszapos HOMOK,Sa-siSa,#e0a552,1.0,tömör,#52607a
999,19.98,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
1000,20.0,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
1001,20.02,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,1.0,tömör,#52607a
1002,20.04,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
1003,20.06,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
1004,20.08,iszapos HOMOK - homokos ISZAP,siSa-saSi,#b4c270,2.0,kemény,#1f7a7a
1005,20.1,,,black,,,black
1006,20.12,,,black,,,black
1007,20.14,,,black,,,black
1008,20.16,,,black,,,black
1009,20.18,,,black,,,black
